Timestamp,Consent,Age,Gender,University,DegreeProgram,Platform,DailyUsage,SMU1,SMU2,SMU3,SMU4,SMU5,DI1,DI2,DI3,DI4,DI5,EC1,EC2,EC3,EC4,SC1,SC2,SC3,SC4,SC5,SE1,SE2,SE3,SE4,SE5,SE6,SE7,SE8,SE9,SE10
19/11/2025 10:48:03,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,1,2,3,4,5,1,2,3,4,5,1,1,2,2,1,2,2,1,1,1,3,3,2,3,1,1,1,1,1
19/11/2025 10:49:24,Yes,27–30,Female,JINNAH WOMEN UNIVERSITY,Bachelors (BS/BA/BBA),Both,Less than 1 hour,5,3,2,2,1,5,3,3,2,1,5,3,4,2,4,4,2,3,3,3,5,5,5,1,1,1,1,1,1
19/11/2025 10:50:30,Yes,30+,Female,KASBIT,Masters (MBA/MS/MPhill),TikTok,1–3 hours,1,2,2,2,3,1,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19/11/2025 10:51:35,Yes,23–26,Male,PRESTON UNIVERSITY ,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,2,3,3,3,1,2,2,1,1,1,2,3,4,1,2,2,2,2,5,1,1,1,1,1,1,1,1,1
19/11/2025 10:52:48,Yes,23–26,Male,DADABHOY UNIVERSITY ,Bachelors (BS/BA/BBA),TikTok,Less than 1 hour,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1
19/11/2025 10:56:03,Yes,18–22,Male,SIMT UNIVERSITY,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,2,3,3,3,3,4,4,3,2,5,3,2,1,1,2,3,4,4,1,2,3,3,3,3,3,3,3,3
21/05/2026 19:32:04,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,4,4,5,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3
24/05/2026 12:19:34,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,4,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,3,4,4,1,4,4,4,4,4,4,4
24/05/2026 12:20:14,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,2,3,4,3,2,2,2,2,3,4,4,3,1,1,1,1,1,5,3,4,4,2,4,2,3,4,3
24/05/2026 12:36:34,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24/05/2026 13:22:04,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),TikTok,1–3 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
24/05/2026 13:57:41,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,2,1,1,3,5,1,3,3,1,2,4,1,2,1,2,2,2,2,4,1,4,4,1,5,1,3,4,3
24/05/2026 14:13:29,Yes,18–22,Female,KIET ,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,4,2,4,2,3,3,4,2,2,4,4,4,4,2,2,2,2,2,1,1,4,4,1,4,1,1,1,1
24/05/2026 15:21:42,Yes,30+,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,3,2,3,3,4,3,3,4,3,3,4,3,4,4,3,3,4,3,4,3,3,4,4,3,4,2,3,3
24/05/2026 16:20:46,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,3,3,3,4,4,5,4,2,5,5,2,4,2,1,4,4,3,4,5,1,4,2,1,4,2,1,3,1
24/05/2026 19:16:21,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Both,3–5 hours,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,4,2,2
24/05/2026 19:19:41,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,5,3,4,5,4,5,4,5,5,5,4,4,4,4,2,4,4,3,2,5,3,3,4,3,4,4,1,3,2
24/05/2026 19:24:44,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,4,4,2,4,2,2,2,2,2,4,4,4,2,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5
24/05/2026 19:24:56,Yes,23–26,Female,FUUAST,Bachelors (BS/BA/BBA),Both,5+ hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24/05/2026 19:51:57,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,5,1,5,5,4,1,3,4,2,3,5,4,1,3,4,4,2,4,1,4,2,3,4,5,5,3,2
24/05/2026 19:52:24,Yes,30+,Male,IQRA,Masters (MBA/MS/MPhill),Both,Less than 1 hour,4,4,4,4,4,5,3,3,1,1,4,4,4,4,4,4,4,4,3,3,1,2,2,3,3,1,1,1,5
24/05/2026 20:07:59,Yes,18–22,Female,Textile institute of Pakistan ,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,3,2,3,3,3,3,4,2,2,4,4,3,4,2,2,3,2,2,4,2,3,3,2,3,3,2,3,2
24/05/2026 22:08:43,Yes,23–26,Female,IQRA,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
24/05/2026 23:36:32,Yes,30+,Female,KIET,Bachelors (BS/BA/BBA),Both,1–3 hours,5,5,4,5,5,4,4,5,4,5,4,4,5,5,3,4,4,4,3,5,3,5,5,4,5,5,4,5,3
25/05/2026 10:05:49,Yes,30+,Female,KIET ,Masters (MBA/MS/MPhill),Both,Less than 1 hour,3,2,3,3,3,4,4,4,4,3,2,4,4,4,2,2,2,2,2,4,2,4,4,3,4,4,2,4,2
25/05/2026 11:18:23,Yes,23–26,Male,KIET,Masters (MBA/MS/MPhill),Instagram,1–3 hours,3,5,3,4,4,5,5,4,4,4,4,3,4,4,3,4,4,5,4,4,2,4,4,2,4,1,1,5,1
25/05/2026 12:29:03,Yes,23–26,Male,Nazeer Hussain University,Masters (MBA/MS/MPhill),Instagram,1–3 hours,3,2,2,2,3,4,3,4,2,2,2,4,4,4,1,1,2,2,2,5,1,5,5,1,5,1,1,4,1
26/05/2026 05:13:54,Yes,23–26,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,4,3,3,5,5,5,4,2,3,4,4,3,3,4,3,4,2,5,5,5,5,4,3,5,5,4,5
26/05/2026 20:31:52,Yes,23–26,Female,Bahria University,Bachelors (BS/BA/BBA),Both,1–3 hours,5,5,5,3,2,1,2,1,1,1,5,5,1,5,1,1,1,1,1,5,1,5,5,3,5,1,3,5,2
27/05/2026 07:26:27,Yes,30+,Male,University of Karachi,Bachelors (BS/BA/BBA),TikTok,3–5 hours,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,2,5,4,2,4,2,1,4,2
27/05/2026 21:08:34,Yes,18–22,Male,MAJU,Bachelors (BS/BA/BBA),TikTok,3–5 hours,5,5,3,4,5,5,5,5,5,5,2,2,4,2,5,5,4,4,5,5,1,5,3,1,5,1,2,5,1
27/05/2026 21:18:49,Yes,23–26,Male,Bahria University,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4,2,2,4,2,4,5,4,2,4,5,4,4,4
27/05/2026 21:49:01,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,4,4,3,4,5,5,3,3,4,5,5,5,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3
28/05/2026 05:15:52,Yes,30+,Male,IQRA,Masters (MBA/MS/MPhill),Both,1–3 hours,4,4,2,2,4,5,5,4,4,3,4,4,4,3,2,3,3,2,2,4,1,4,4,1,4,1,1,4,1
28/05/2026 10:45:24,Yes,23–26,Female,KIET ,Bachelors (BS/BA/BBA),Both,1–3 hours,4,4,3,3,4,5,4,4,5,5,4,5,5,5,4,2,4,4,2,5,2,4,4,3,4,4,2,4,2
28/05/2026 11:13:16,Yes,23–26,Male,IQRA,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
28/05/2026 11:20:29,Yes,30+,Male,IQRA,Masters (MBA/MS/MPhill),Both,1–3 hours,5,4,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4
28/05/2026 11:29:45,Yes,23–26,Male,IQRA,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,4,4,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,1,5,3,1,5,1
28/05/2026 11:42:59,Yes,30+,Female,KIET,PHD,Both,1–3 hours,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3,3,4,4,3,4,4,4,4,4
28/05/2026 11:52:22,Yes,18–22,Male,Cedar,Matriculation ,Both,5+ hours,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,3,5,5,3,5,3,5,5,2,5,5,5,5,2
28/05/2026 11:57:06,Yes,23–26,Male,Fazaia College,Intermediate ,Both,5+ hours,5,5,5,5,5,4,4,5,4,4,5,5,5,5,2,2,4,4,2,5,2,5,4,2,5,5,2,5,2
28/05/2026 12:22:08,Yes,23–26,Male,VIRTUAL UNIVERSITY,Bachelors (BS/BA/BBA),Both,3–5 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
28/05/2026 12:52:33,Yes,23–26,Female,University of Karachi,Bachelors (BS/BA/BBA),Both,1–3 hours,3,3,2,1,2,4,2,4,4,2,2,4,2,2,1,2,1,2,2,3,2,2,2,2,5,2,4,3,3
28/05/2026 12:56:10,Yes,23–26,Male,IQRA,Bachelors (BS/BA/BBA),TikTok,Less than 1 hour,3,3,3,2,3,2,2,3,3,1,3,4,4,2,1,2,1,2,1,4,4,4,4,2,3,2,2,4,1
28/05/2026 14:34:31,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,3,4,4,4,4,4,4,4,4,4,3,4,2,2,3,2,2,4,2,4,4,3,4,3,2,4,2
28/05/2026 14:46:09,Yes,27–30,Female,IQRA,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,5,1,5,1
28/05/2026 15:03:05,Yes,27–30,Female,IQRA,Masters (MBA/MS/MPhill),Instagram,3–5 hours,5,5,4,2,2,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,2,4,2,2,4,2,5,5,1
28/05/2026 19:36:13,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,5+ hours,4,4,3,4,5,5,5,4,5,4,4,5,5,3,2,2,4,3,1,5,3,5,5,1,5,4,4,4,2
29/05/2026 10:21:41,Yes,30+,Female,KIET ,Masters (MBA/MS/MPhill),Instagram,3–5 hours,4,3,2,4,2,2,2,2,2,2,4,4,1,3,1,3,1,1,1,5,1,5,5,1,5,1,1,5,1
29/05/2026 11:46:48,Yes,30+,Male,KIET,Masters (MBA/MS/MPhill),Both,Less than 1 hour,5,5,1,5,5,5,5,3,3,1,1,3,4,1,1,1,1,2,1,5,1,4,4,1,5,1,1,5,1
29/05/2026 19:29:50,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,5+ hours,4,4,5,2,3,4,3,3,2,1,3,2,4,2,2,2,2,2,1,4,2,4,4,1,4,5,1,4,1
29/05/2026 19:34:02,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,1,5,4,5,5,5,5,2,4,4,3,2,4,3,3,2,4,2,2,4,4,3,3,4,5,5,3
29/05/2026 19:34:19,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,2,2,5,5,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,1,5,1,5,5,1
29/05/2026 19:46:19,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,2,3,4,4,4,3,2,1,1,2,1,4,4,3,3,3,3,4,3,3,4,2,4,4,3,5
29/05/2026 20:07:44,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,2,1,2,3,5,3,3,2,3,4,3,3,1,3,2,1,1,4,4,2,3,1,3,1,1,3,2
29/05/2026 20:17:35,Yes,18–22,Male,SZABUL,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,5,4,4,1,1,1,1,1,2,4,3,2,1,1,1,1,1,4,5,4,4,5,5,5,5,5,5
29/05/2026 21:26:11,Yes,18–22,Female,Bahria university ,Bachelors (BS/BA/BBA),TikTok,3–5 hours,5,5,4,4,4,5,5,1,5,3,3,5,5,4,5,5,3,5,3,3,3,2,5,4,3,4,5,4,4
29/05/2026 21:30:21,Yes,18–22,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,4,3,2,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,5,3,3,3,3,2,4,3,4
29/05/2026 21:30:38,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,3,2,1,1,1,4,5,2,5,4,2,4,3,2,1,1,3,2,1,5,2,4,4,2,5,1,1,5,3
29/05/2026 21:37:02,Yes,18–22,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,2,1,1,1,5,5,2,5,2,2,3,3,1,2,4,2,2,1,3,5,3,3,5,2,4,5,4,2
29/05/2026 21:37:22,Yes,23–26,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,3,1,1,1,3,3,4,1,1,5,5,5,3,1,3,3,1,1,4,4,4,4,1,5,3,3,4,3
29/05/2026 21:37:55,Yes,18–22,Female,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,5,5,5,5,5,2,5,1,5,5,5,5,1,1,1,1,1,5,1,5,5,1,5,2,5,3,4
29/05/2026 21:46:56,Yes,18–22,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,4,3,5,5,5,2,5,4,5,5,5,5,2,1,4,3,5,5,3,4,5,2,5,4,5,4,4
29/05/2026 21:59:23,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,1,3,4,4,5,1,5,5,5,5,4,2,2,4,5,5,5,5,5,1,5,3,1,5,1,5,5,2,5
29/05/2026 22:13:40,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,3,2,2,4,5,5,4,5,1,2,5,3,4,4,4,4,4,2,5,4,4,3,3,4,1,2,5,1
29/05/2026 22:29:57,Yes,30+,Male,UET Lahore ,Bachelors (BS/BA/BBA),Both,5+ hours,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29/05/2026 23:10:48,Yes,23–26,Female,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,2,2,1,2,3,5,5,1,2,1,2,5,3,4,2,2,5,2,1,5,2,2,3,2,5,5,5,3,3
29/05/2026 23:49:24,Yes,18–22,Female,Bahria University,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,4,3,2,4,4,3,2,3,4,4,5,4,4,3,4,2,4,3,2,5,3,2,4,3,5,5,3,5
30/05/2026 10:00:50,Yes,27–30,Male,Bahria University,Bachelors (BS/BA/BBA),TikTok,3–5 hours,5,4,5,5,4,5,4,5,5,4,3,3,4,4,4,3,3,4,2,5,2,5,5,2,5,2,1,4,2
30/05/2026 10:51:13,Yes,23–26,Female,UOE lahore,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,1,1,1,1,5,4,4,4,5,2,2,4,4,2,4,2,2,4,4,4,4,4,2,4,4,4,4,4
31/05/2026 00:07:00,Yes,18–22,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,3–5 hours,3,3,2,3,1,5,5,2,3,2,3,3,4,3,3,3,4,1,3,4,2,4,4,2,4,1,3,2,1
31/05/2026 11:46:38,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4
31/05/2026 12:32:48,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
31/05/2026 14:39:46,Yes,18–22,Male,KIET,Bachelors (BS/BA/BBA),Instagram,3–5 hours,5,5,4,5,5,4,5,5,3,3,5,5,5,4,2,2,3,2,4,4,2,3,4,4,3,4,5,3,5
31/05/2026 19:19:53,Yes,18–22,Female,Bahria University ,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,4,4,4,3,4,3,5,4,5,5,2,3,3,4,3,3,5,3,4,3,3,4,4,3,4
01/06/2026 19:47:57,Yes,23–26,Male,ILMA,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,3,3,3,5,5,3,5,4,3,4,4,3,3,3,4,4,4,5,1,5,5,1,5,2,1,5,1
02/06/2026 15:26:02,Yes,18–22,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Both,3–5 hours,3,3,4,3,2,4,2,3,3,3,4,3,4,2,4,3,4,3,2,2,3,3,2,4,3,3,4,2,4
02/06/2026 15:27:50,Yes,27–30,Female,Nazeer Hussain University,Bachelors (BS/BA/BBA),Both,5+ hours,4,4,4,3,3,4,4,2,4,2,3,3,5,4,4,4,2,2,3,3,4,3,3,4,3,2,4,3,5
02/06/2026 15:31:21,Yes,30+,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Both,Less than 1 hour,3,3,3,3,3,5,2,4,2,4,5,2,2,3,2,5,2,3,5,5,2,2,3,2,4,1,2,4,2
02/06/2026 15:34:01,Yes,18–22,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,3,4,2,2,2,3,4,2,2,2,3,4,5,2,3,5,2,5,2,3,4,2,3,4,2,3,4,5
02/06/2026 15:36:20,Yes,18–22,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,1–3 hours,1,2,3,4,5,1,2,3,4,5,1,2,3,4,1,2,3,4,5,1,2,1,4,1,3,5,1,2,3
02/06/2026 15:39:14,Yes,27–30,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,1–3 hours,3,3,4,2,4,2,3,4,5,2,2,3,4,5,2,3,4,5,5,2,3,4,5,4,5,4,5,4,5
02/06/2026 15:53:11,Yes,23–26,Male,Nazeer Hussain University,Masters (MBA/MS/MPhill),Both,3–5 hours,3,3,3,4,4,4,5,5,3,4,4,5,5,4,4,5,4,5,4,3,4,5,4,5,3,4,5,3,4
02/06/2026 17:36:45,Yes,23–26,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,4,4,5,4,5,4,5,4,5,4,4,5,3,4,4,5,3,4,4,3,4,5,4,5,4,5,4,5,4
02/06/2026 17:39:31,Yes,23–26,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,5,3,4,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,5,5,4,5,4,5,4,5,4
02/06/2026 17:41:32,Yes,23–26,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,4,5,4,4,5,4,5,4,4,5,4,5,3,4,5,5,4,3,4,5,4,5,5,4,5,5,4
02/06/2026 23:38:10,Yes,23–26,Female,KIET,Masters (MBA/MS/MPhill),Instagram,5+ hours,2,2,3,3,3,3,3,2,4,5,2,3,4,5,2,1,4,3,4,1,4,3,2,2,4,3,4,5,3
02/06/2026 23:44:34,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,1,2,1,1,4,5,5,5,1,2,2,3,2,2,3,3,3,1,3,4,3,2,5,5,1,3,3,3
03/06/2026 11:39:54,Yes,27–30,Male,KIET,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,2,1,1,3,3,3,5,4,4,2,4,4,2,1,1,1,1,5,3,5,4,3,4,3,4,5,5
03/06/2026 12:30:39,Yes,23–26,Male,KIPRS,Bachelors (BS/BA/BBA),Instagram,5+ hours,4,4,3,5,4,4,4,4,4,4,5,5,4,2,2,2,3,2,2,4,4,5,4,4,4,4,4,4,4
03/06/2026 12:33:15,Yes,18–22,Female,KIPRS,Bachelors (BS/BA/BBA),TikTok,1–3 hours,3,4,4,1,4,3,2,4,1,3,5,4,4,5,1,1,2,2,3,4,4,4,4,3,4,4,2,2,2
03/06/2026 12:39:50,Yes,23–26,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,1,1,4,2,1,5,1,1,4,4,2,2,1,2,2,1,3,5,4,3,4,2,4,2,4,5,2
03/06/2026 12:43:59,Yes,18–22,Male,KIPRS,Bachelors (BS/BA/BBA),Both,1–3 hours,4,4,2,1,3,4,4,4,4,3,4,4,4,3,1,1,1,1,1,5,1,5,5,2,5,5,1,5,1
03/06/2026 13:08:45,Yes,27–30,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,5,3,3,5,5,5,5,1,5,1
03/06/2026 13:09:02,Yes,23–26,Female,JSMU,Bachelors (BS/BA/BBA),Both,1–3 hours,3,3,1,1,1,1,1,4,4,1,5,5,5,5,1,1,1,1,1,5,5,1,5,1,5,5,1,5,1
03/06/2026 13:29:40,Yes,27–30,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,1,1,2,2,2,1,2,2,4,4,3,2,2,1,1,1,2,3,3,1,2,2,2,2,2,3,4,3,3
03/06/2026 13:41:34,Yes,23–26,Female,JSMU ,Bachelors (BS/BA/BBA),Instagram,1–3 hours,3,2,2,4,1,1,1,2,5,4,2,4,4,4,1,3,4,5,4,2,3,4,5,1,2,4,2,3,3
03/06/2026 14:06:25,Yes,23–26,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,2,2,2,2,2,4,4,3,3,2,4,4,3,3,1,1,1,1,1,5,1,2,2,1,2,2,1,2,5
03/06/2026 14:08:21,Yes,30+,Female,JSMU,Masters (MBA/MS/MPhill),Instagram,Less than 1 hour,4,4,2,2,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,5,1,5,1,1,5,1
03/06/2026 14:19:06,Yes,23–26,Male,JPMC,Bachelors (BS/BA/BBA),Both,3–5 hours,4,2,4,3,3,3,4,5,4,3,3,4,4,3,3,3,3,3,3,4,2,2,3,2,3,5,2,4,3
03/06/2026 15:13:28,Yes,27–30,Female,KIPRS,Bachelors (BS/BA/BBA),TikTok,5+ hours,4,4,2,2,4,4,2,4,2,1,5,4,2,4,1,4,4,2,1,5,5,5,4,4,5,5,4,2,4
03/06/2026 15:48:14,Yes,27–30,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,2,2,2,3,2,2,4,2,2,4,4,2,2,1,1,1,1,5,1,5,5,1,5,4,1,5,1
03/06/2026 15:53:17,Yes,27–30,Female,HIRM,Masters (MBA/MS/MPhill),Both,Less than 1 hour,5,4,5,3,2,5,4,3,3,1,4,4,5,2,1,3,3,2,2,5,1,4,5,1,5,1,1,5,1
03/06/2026 16:25:48,Yes,27–30,Female,JSMU,Bachelors (BS/BA/BBA),Both,1–3 hours,4,4,3,3,2,4,3,5,2,2,3,3,3,1,3,2,2,2,2,5,2,5,5,1,4,1,1,5,1
03/06/2026 17:05:22,Yes,23–26,Male,KIET,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,5
03/06/2026 17:45:03,Yes,23–26,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,4,5,4,4,5,5,5,4,1,4,4,5,5,2,1,1,2,2,5,1,4,4,2,4,3,2,4,2
03/06/2026 18:27:37,Yes,18–22,Female,KIPRS,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,4,4,3,4,4,3,4,5,4,5,5,5,5,2,2,3,3,3,4,4,4,4,3,4,4,4,4,3
03/06/2026 22:26:43,Yes,23–26,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,3,2,2,2,2,4,4,3,3,2,4,5,4,3,2,3,2,4,3,4,3,3,3,3,3,2,3,4,2
04/06/2026 00:15:23,Yes,27–30,Female,JSMU,Bachelors (BS/BA/BBA),Instagram,1–3 hours,2,3,2,2,4,5,4,3,2,2,2,4,4,2,1,2,2,1,1,5,5,4,5,5,5,5,5,5,5
05/06/2026 02:47:36,Yes,27–30,Female,KIPRS,Bachelors (BS/BA/BBA),Instagram,5+ hours,4,4,2,2,3,4,4,1,3,3,4,4,4,4,1,1,1,1,1,4,3,4,3,3,3,4,4,3,4
05/06/2026 11:06:21,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,5,5,4,3,2,2,4,1,2,4,5,4,5,5,5,2,4,2,2,5,3,2,1,2,2,5,2
05/06/2026 11:58:02,Yes,30+,Female,KASBIT,Masters (MBA/MS/MPhill),Instagram,Less than 1 hour,3,2,3,1,1,4,5,4,2,1,2,4,3,4,2,4,3,2,3,4,2,4,4,4,4,3,4,4,4
05/06/2026 11:58:38,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,2,4,4,5,2,3,3,3,4,1
05/06/2026 13:01:49,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,5,5,3,4,3,3,1,1,3,4,2,5,3,1,1,1,3,1,4,1,5,5,1,3,4,4,4,3
05/06/2026 13:31:36,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Both,1–3 hours,4,3,3,4,4,3,3,3,3,3,3,4,4,3,1,1,2,1,1,4,2,5,4,3,4,3,3,5,3
05/06/2026 14:04:03,Yes,23–26,Female,IVS,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,3,3,5,3,5,5,4,3,3,4,5,3,5,4,5,5,4,3,5,3,3,4,5,4,5,3,5
05/06/2026 14:26:29,Yes,23–26,Female,IVS,Bachelors (BS/BA/BBA),Both,1–3 hours,4,2,2,1,1,4,4,3,2,1,5,5,4,5,4,5,5,4,4,5,2,4,5,2,5,4,3,4,1
05/06/2026 14:37:03,Yes,23–26,Female,IVS,Bachelors (BS/BA/BBA),Instagram,Less than 1 hour,4,3,3,2,2,4,1,5,1,4,3,4,4,3,1,1,1,1,1,5,1,5,5,1,5,1,1,5,1
05/06/2026 16:09:46,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,5+ hours,5,5,4,3,4,4,5,5,5,4,4,4,5,3,4,4,4,2,3,3,4,3,3,3,3,2,3,3,2
